pat1,pat2,pat3,pat4,pat5,pat6,pat7,pat8,pat9,pat10,pat11,pat12,pat13,pat14,pat15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6098,0,0.4026,0.5925,0,0,0,2.4865,0,0,86.8887,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
286411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6101,3.3622,0.8053,0,0.7746,0,2.8079,1.2433,5.7797,0.5285,0.8912,3.8168,0,0,1.1584,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
94137,1.4409,3.221,4.74,3.873,1.6766,0.4011,1.6577,8.1595,9.5137,9.3572,12.7226,3.034,0,0.7723,0.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6102,332.373,256.878,812.917,573.199,235.279,618.532,522.586,309.042,877.378,405.481,594.784,648.058,104.638,767.255,412.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6100,191.643,150.986,235.224,278.079,210.689,240.674,532.532,138.032,373.679,226.356,217.557,228.762,228.507,240.95,276.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
441212,342.94,193.263,278.477,496.514,750.544,880.866,2110.24,211.128,220.93,295.422,255.725,396.238,256.222,355.247,105.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6117,1891.93,2118.64,1343.8,742.835,1140.07,1407.14,2547.87,1773.68,1459.3,1375.52,937.659,2537.01,1285.07,1261.13,1670.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6118,983.189,552.006,1869.35,927.963,1019.91,951.865,1509.74,820.712,1864.16,1437.01,828.244,668.082,1765.27,982.334,3624.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6119,370.797,297.947,581.84,435.322,633.185,713.598,611.272,215.887,1138.48,828.785,439.567,658.374,1119.91,506.999,1087.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
29935,1.4409,2.4158,1.185,3.0984,0,1.2034,1.2433,1.3599,3.1712,0,1.9084,0,0,1.9307,3.2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
84268,808.391,403.327,474.484,636.646,641.188,680.858,581.011,573.336,420.719,364.67,725.115,1238.33,556.397,541.794,184.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
26015,326.609,793.585,470.449,333.075,676.217,639.791,621.633,609.245,1159.09,665.701,678.117,587.985,571.833,509.702,692.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
79871,168.588,121.594,178.344,95.275,182.187,155.636,149.606,146.191,177.061,438.454,138.041,134.709,85.4072,146.732,217.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
79657,366.474,632.935,722.856,364.834,513.03,837.144,548.28,637.463,1014.8,848.39,731.552,765.777,377.262,682.305,793.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6120,680.913,728.684,953.358,353.191,586.023,1035.96,527.186,822.317,471.601,1235.78,756.31,499.757,645.164,710.227,863.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6121,0,3.221,0,0,0,0,0,0,1.5856,0,0,0.6068,0,1.5446,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
80135,660.423,239.968,420.678,316.809,734.896,535.9,690.427,521.19,567.125,1389.77,566.794,364.078,527.149,438.652,664.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
84154,461.575,235.941,373.87,177.382,358.786,330.927,897.638,289.323,693.975,409.491,662.214,318.568,533.937,412.395,316.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6103,100.865,135.686,220.412,112.316,43.5908,64.1797,126.813,99.9542,180.233,172.441,131.043,169.296,37.3303,240.564,85.9868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
57096,4.8031,0,1.185,0.7746,7.2651,0.4011,6.6308,1.0199,2.1142,31.1908,5.7252,6.6748,2.2624,1.5446,3.7619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
23322,73.487,121.192,392.831,154.144,55.8857,86.2415,79.569,171.35,210.888,179.124,132.952,154.733,78.0543,274.158,442.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
22895,1.9212,4.4289,5.925,2.3238,0,2.8079,1.6577,2.7198,3.6998,0.4456,1.2723,0.6068,27.1493,3.4752,137.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
9501,157.541,132.063,109.613,48.0248,4960.97,257.521,326.979,177.47,98.3087,352.011,464.377,152.306,390.272,181.099,286.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
22934,549.952,196.081,263.072,190.55,279.987,244.284,605.885,283.543,201.374,653.225,264.631,205.704,303.167,205.039,263.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6134,5215.36,6416.02,29533.2,18330.5,5297.6,11839.4,10445.9,6959.71,17076.7,18606.4,19975.4,9722.91,9600.58,11955,22144.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
4736,4782.42,6816.13,9035.7,2297.44,5670.16,6856.8,6520.93,4967.79,6117.34,10953.3,8627.86,4816.75,10169.7,4152.52,11371.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
140801,0,0.4026,0.5925,0,0,0,0.4144,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6135,13513.4,9547.98,10759.3,8602.63,10101.9,8779.38,14832.6,6893.1,9345.14,32173.3,13370.9,7084.95,16977.9,5865.82,20705.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6136,7190.68,8622.73,7649.24,16001.5,4910.11,9243.08,6414.01,5643.67,6847.78,21112.6,9354.33,6828.28,14002.3,6338.45,16306.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6137,15717.6,12312.8,29330.2,44747.5,11663.9,14153.6,18209.7,15864.5,18703.5,41889.7,34946.6,11648.7,33312.8,16579.6,40166.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
23521,6106.15,14114.2,32894.7,22975.2,14796.3,33483.8,15799.8,20027.6,19750,28390.3,25475.2,11957.5,33619.9,18406.8,47333.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
399670,0,0,1.185,0,0,0,0,0.34,0.5285,0,0,0,0.5656,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
387841,14.4092,24.9631,50.3629,79.7831,36.8845,60.9707,57.6046,35.3579,41.2262,74.4124,56.6158,24.8786,112.557,28.188,116.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
645683,20.1729,14.4947,35.5503,38.7297,24.0308,43.3213,28.1807,22.0987,14.2706,49.0141,26.7176,16.9903,67.8733,19.3069,95.6604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
644511,2.4015,4.8316,9.4801,5.4222,10.0594,11.2314,6.6308,6.4596,4.2283,8.4661,10.8142,5.4612,15.8371,9.2673,31.1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
283345,3.3622,52.3419,18.9602,36.4059,26.2663,18.4517,20.7211,18.6989,15.8562,5.347,17.8117,27.9126,13.5747,26.2574,24.7212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
9045,8043.71,11789.8,5968.89,9841.98,6918.09,6093.46,6088.69,4370.79,5822.41,8555.2,9830.79,6974.51,10218.9,4374.17,7895.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6138,16608.5,30879.3,27622.6,17725.8,12753.7,16380.7,15342.7,15855.7,11293.3,12705.4,25774.2,22135.3,23195.1,14525.7,24901.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6139,3123.24,5286.03,4990.4,2121.57,3279.15,5076.77,5662.76,2896.65,4316.82,5024.93,2713.32,3018.62,7323.22,2591.89,8020.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6141,8616.71,11395.2,32933.8,42639,11031.3,23103.5,11966.4,25067.1,20456.1,30872.7,41423,10571,29297.5,16347.5,45068.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6142,1489.91,1409.21,3757.67,2157.24,1416.7,2469.31,2306.67,1722.34,2318.71,2258.66,2505.73,1404.73,5163.46,1782.03,6425.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6143,21465.4,15940.9,17022.1,23505.8,15843,9078.62,21164.9,14203.4,13441.3,36164.9,23744.3,23470.3,27130.1,11210.7,22338.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
100129424,62.44,56.3683,57.473,46.4756,55.8857,24.4685,57.6046,39.0977,39.6406,113.624,75.0636,63.1068,84.276,49.8118,94.5855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6144,0.9606,16.1052,1.7775,3.0984,0.5589,0,10.775,1.3599,1.0571,2.6735,2.5445,0,1.1312,1.5446,1.0748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
402176,1.9212,1.2079,1.185,8.5205,1.6766,4.0112,0.8288,2.3799,1.5856,0,1.9084,6.6748,0.5656,11.198,1.6123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6146,5943.32,3211.38,5217,2052.67,6089.86,4735.26,6259.01,2061.64,5274.31,12787.3,5215.01,3112.26,6859.16,3489.91,10201.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
200916,403.938,632.532,555.769,2512.01,154.244,534.697,470.369,1025.72,200.846,610.894,947.837,1157.16,822.398,428.999,449.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
9349,8009.61,6577.37,8028.44,12491.1,6089.3,4818.69,8026.11,5682.77,8604.12,24209.9,15835.9,9771.84,15570.7,4728.26,9695.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6147,3592.22,2043.75,2798.4,1799.38,2344.96,2633.37,3330.71,1640.06,2117.86,3962.57,2339.06,2810.68,5901.02,1343.76,3842.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
56969,1.9212,2.8184,0,0.7746,1.6766,1.2034,2.4865,0.34,0.5285,0.8912,2.5445,1.2136,0.5656,0.3861,1.6123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
644128,298.751,313.246,103.096,425.252,85.5051,129.563,85.7853,172.03,221.987,61.4905,183.842,240.291,82.0136,155.227,171.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
649946,3.8425,10.4684,4.1475,0.7746,2.2354,4.0112,0.8288,1.0199,2.6427,0.8912,3.8168,1.8204,0.5656,2.3168,0.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
118433,105.187,89.3839,32.5878,44.1518,69.2982,108.303,157.895,56.7767,67.6533,84.6608,94.1476,36.4078,166.855,30.5049,120.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
284942,64.3612,99.4497,74.6556,61.1929,108.977,43.7224,158.309,52.6969,91.9662,133.675,43.8931,78.8835,78.6199,111.594,140.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
222901,173.391,114.75,148.126,195.972,135.802,96.2696,161.625,125.113,102.537,398.797,225.191,221.481,275.452,94.2176,238.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6152,12082.1,10089.9,7960.89,11400.5,5945.12,7469.72,9896.81,6152.28,5831.92,18256,15674.3,9181.43,16000,5627.18,11539.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6154,6475.5,12323.3,9227.08,3666.92,8583.48,15325.3,9709.49,4971.87,5486.26,9512.75,8226.46,12839.2,9641.4,5527.56,14887.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
51121,522.574,226.278,505.407,637.49,306.812,407.541,338.997,360.039,593.023,405.926,829.516,513.956,684.389,467.613,839.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6155,8723.34,5905.38,11216.1,5114.64,5672.4,4916.57,12399.9,5854.12,4511.63,13979.7,7018.45,10117.7,20575.8,5836.86,10073.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6157,9551.87,8272.44,8938.53,10934.2,10151.1,10732,15743.1,5116.02,8192.39,24407.3,11394.4,3964.81,20347.9,4674.97,9835.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6158,6591.26,8000.67,29282.8,41948.9,9613.45,16206.2,16849.6,14732.4,21174.4,28568.6,26685.8,10655.3,25488.7,14267,42703.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6159,13024.5,12311.6,12604.9,20164.2,7086.86,18513.4,8981.35,8911.56,7702.96,14347.8,20679.4,9943.57,19669.7,7455.93,18173.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
118432,0,0.8053,1.185,0,0.5589,0.4011,0,0,0.5285,0.4456,0.6361,0,1.6968,0.3861,1.0748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6156,11271.4,8829.28,9712.34,9491.87,12317.8,8632.17,11166.2,10734.2,7142.71,22035,16874.7,10885.3,14373.3,9436.82,13292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6160,9994.24,8300.63,11219.7,8570.88,8766.78,16866.8,9810.61,6896.5,6922.3,16527.1,13917.3,7668.69,24035.6,6902.6,20930.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
641311,3.3622,4.0263,1.7775,1.5492,2.2354,3.209,2.901,1.3599,2.6427,4.4558,4.4529,2.4272,9.0498,5.4059,6.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6161,15472.6,21813.7,12860.3,14914.8,11472.8,11091.1,14651.9,8387.99,9780.66,17477.1,21521,15412,21571.3,8092.67,16906.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
132241,46.0999,314.434,53.752,147.033,25.2939,156.623,81.3676,62.179,70.7135,66.4053,64.0394,117.627,18.2692,57.3878,23.5281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6164,7282.42,3615.62,5738.41,14834.2,5097.33,4137.99,5089.93,5186.06,6175.48,5967.25,12494.3,6401.7,9032.24,5812.14,9212.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
11224,14128.2,4465.57,8933.79,25451.6,6325.7,10422,11476.2,7040.65,12395.3,27986.6,13816.8,8504.85,19343.9,9030.6,21540.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6165,9050.43,12076.9,7365.43,5929.51,5190.66,10271.6,6785.33,5321.71,4970.93,22718.5,12018.4,9146.24,12808.8,4578.05,10567.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6122,15633,24750.1,48182.5,31370.3,26939.1,25572.8,19849.2,17593,28568.2,44090.9,42272.9,19900.5,46669.1,20966.5,55369.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
25873,22680.1,8127.5,20782.1,28693.3,12117.1,30422.8,8013.68,14906.1,14950.8,10377.2,28020.4,7725.73,39756.8,9344.92,34694.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6173,23.0548,51.5367,72.2856,55.7707,15.0891,48.1348,23.2076,13.2592,30.6554,49.4597,298.346,42.4757,9.6154,53.6731,24.1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6166,3822.29,2410.15,7024.74,7787.76,2437.73,4616.93,2412.35,4826.36,5381.08,5424.97,8383.59,2593.45,10416.9,2452.36,6663.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6167,11934.2,6862.83,16375.1,16361.7,8173.28,11020.5,13062.2,10085.9,10622.6,32135,30744.9,10190.5,18420.8,9515.98,26712.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6168,10928.9,9068.04,13301.1,9232.38,15819.6,32106.7,13772.9,7629.84,9307.61,31171.7,15352.4,7755.46,31056.6,6566.66,23040.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6169,5197.89,5061.87,5502.59,7214.56,3386.67,5096.67,5306.26,3272.65,4387.95,9839.37,7389.31,6433.86,8149.89,3810.02,7613.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6170,574.448,274.997,475.781,761.425,300.665,432.812,552.01,223.027,575.053,1226.69,862.595,479.976,559.955,437.88,815.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
116832,42.7474,542.746,68.1381,84.4307,115.683,551.143,106.092,86.695,193.446,282.945,176.209,264.563,200.226,94.9899,182.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6123,0,0,0,0,0,0,0,0,1.0571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6171,5957.25,17414.6,18142.5,9116.19,12223.9,29279.2,13254.5,10642.1,16126.8,16409.9,21344.1,13904.1,27420.2,12170.7,28094.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6124,20602.8,22639.1,25431.5,18319.9,14340.8,22179.3,18519.7,14533.8,18540.7,48700.9,29253.2,11194.8,29651,12763.8,39219.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6125,12521.1,14533.7,20092.4,13749,9331.79,14003.6,13039.8,11326.8,11894.3,43932.3,17295.2,7619.54,14498.3,9982.21,26819.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6128,5682.52,8269.22,16431.9,13333.1,6679.46,19950.7,9862.83,9853.65,8346.72,11381.1,19533.7,6931.43,14410.1,11272.5,23100.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6129,516.811,867.668,1087.84,413.633,1261.34,929.001,990.883,1146.41,580.338,1398.69,1772.9,1371.97,1347.85,1130.61,1661.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6130,13483.2,15641,21214,44807.1,13681.9,30026.5,11913,18595.6,19793.3,33407.2,28220.1,15130.5,42029.4,21173.9,56331.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
285855,653.218,802.845,605.54,380.775,885.788,752.106,751.761,730.617,838.795,1179.46,656.075,466.96,452.489,516.266,494.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6132,21835.7,21750.1,23063.2,35379.6,22793.5,22792.6,26007.9,27474.8,15919.7,97613.5,42103.7,30550.4,33639.1,23010.7,34092.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6133,178.194,266.541,304.548,347.792,3542.03,266.346,214.256,3399.12,2854.12,176.897,4036.26,185.68,299.774,1963.12,396.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
6175,9009.13,38798.3,34882.5,15091.4,20136.2,33330.1,32743.9,17731.7,22801.3,44425.1,25038.8,13589.2,49211.5,18686.7,61745.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
113157,8.1652,57.5761,204.414,34.8567,11.736,10.0281,3342.73,7.8195,50.74,17.3777,31.1705,6.068,21.4932,10.0396,34.9322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
